2023-01-28 22:30:23,252 INFO t._07_AutoExerciseGetProducts [main] [id:1, name:Blue Top, price:Rs. 500, brand:Polo, category:[usertype:[usertype:Women], category:Tops]]
2023-01-28 22:30:23,514 INFO t._07_AutoExerciseGetProducts [main] [id:15, name:Printed Off Shoulder Top - White, price:Rs. 315, brand:Babyhug, category:[usertype:[usertype:Kids], category:Tops & Shirts]]
2023-01-28 22:30:23,530 INFO t._07_AutoExerciseGetProducts [main] [id:16, name:Sleeves Top and Short - Blue & Pink, price:Rs. 478, brand:Babyhug, category:[usertype:[usertype:Kids], category:Dress]]
2023-01-28 22:30:23,546 INFO t._07_AutoExerciseGetProducts [main] [id:18, name:Little Girls Mr. Panda Shirt, price:Rs. 1200, brand:Kookie Kids, category:[usertype:[usertype:Kids], category:Tops & Shirts]]
2023-01-28 22:30:23,565 INFO t._07_AutoExerciseGetProducts [main] [id:19, name:Sleeveless Unicorn Patch Gown - Pink, price:Rs. 1050, brand:Allen Solly Junior, category:[usertype:[usertype:Kids], category:Dress]]
2023-01-28 22:30:23,582 INFO t._07_AutoExerciseGetProducts [main] [id:20, name:Cotton Mull Embroidered Dress, price:Rs. 1190, brand:Kookie Kids, category:[usertype:[usertype:Kids], category:Dress]]
2023-01-28 22:30:23,602 INFO t._07_AutoExerciseGetProducts [main] [id:21, name:Blue Cotton Indie Mickey Dress, price:Rs. 1530, brand:Biba, category:[usertype:[usertype:Kids], category:Dress]]
2023-01-28 22:30:23,637 INFO t._07_AutoExerciseGetProducts [main] [id:22, name:Long Maxi Tulle Fancy Dress Up Outfits -Pink, price:Rs. 1600, brand:Biba, category:[usertype:[usertype:Kids], category:Dress]]
2023-01-28 22:30:23,656 INFO t._07_AutoExerciseGetProducts [main] [id:23, name:Sleeveless Unicorn Print Fit & Flare Net Dress - Multi, price:Rs. 1100, brand:Biba, category:[usertype:[usertype:Kids], category:Dress]]
2023-01-28 22:30:23,677 INFO t._07_AutoExerciseGetProducts [main] [id:24, name:Colour Blocked Shirt – Sky Blue, price:Rs. 849, brand:Allen Solly Junior, category:[usertype:[usertype:Kids], category:Tops & Shirts]]
2023-01-28 22:30:23,700 INFO t._07_AutoExerciseGetProducts [main] [id:28, name:Pure Cotton V-Neck T-Shirt, price:Rs. 1299, brand:H&M, category:[usertype:[usertype:Men], category:Tshirts]]
2023-01-28 22:30:23,720 INFO t._07_AutoExerciseGetProducts [main] [id:29, name:Green Side Placket Detail T-Shirt, price:Rs. 1000, brand:Polo, category:[usertype:[usertype:Men], category:Tshirts]]
2023-01-28 22:30:23,742 INFO t._07_AutoExerciseGetProducts [main] [id:30, name:Premium Polo T-Shirts, price:Rs. 1500, brand:Polo, category:[usertype:[usertype:Men], category:Tshirts]]
2023-01-28 22:30:23,765 INFO t._07_AutoExerciseGetProducts [main] [id:31, name:Pure Cotton Neon Green Tshirt, price:Rs. 850, brand:H&M, category:[usertype:[usertype:Men], category:Tshirts]]
2023-01-28 22:30:23,784 INFO t._07_AutoExerciseGetProducts [main] [id:33, name:Soft Stretch Jeans, price:Rs. 799, brand:Polo, category:[usertype:[usertype:Men], category:Jeans]]
2023-01-28 22:30:23,806 INFO t._07_AutoExerciseGetProducts [main] [id:35, name:Regular Fit Straight Jeans, price:Rs. 1200, brand:H&M, category:[usertype:[usertype:Men], category:Jeans]]
2023-01-28 22:30:23,822 INFO t._07_AutoExerciseGetProducts [main] [id:37, name:Grunt Blue Slim Fit Jeans, price:Rs. 1400, brand:Polo, category:[usertype:[usertype:Men], category:Jeans]]
2023-01-28 22:30:23,845 INFO t._07_AutoExerciseGetProducts [main] [id:38, name:Rose Pink Embroidered Maxi Dress, price:Rs. 2300, brand:Madame, category:[usertype:[usertype:Women], category:Dress]]
2023-01-28 22:30:23,861 INFO t._07_AutoExerciseGetProducts [main] [id:39, name:Cotton Silk Hand Block Print Saree, price:Rs. 3000, brand:Biba, category:[usertype:[usertype:Women], category:Saree]]
2023-01-28 22:30:23,882 INFO t._07_AutoExerciseGetProducts [main] [id:40, name:Rust Red Linen Saree, price:Rs. 3500, brand:Biba, category:[usertype:[usertype:Women], category:Saree]]
2023-01-28 22:30:23,900 INFO t._07_AutoExerciseGetProducts [main] [id:41, name:Beautiful Peacock Blue Cotton Linen Saree, price:Rs. 5000, brand:Madame, category:[usertype:[usertype:Women], category:Saree]]
2023-01-28 22:30:23,918 INFO t._07_AutoExerciseGetProducts [main] [id:42, name:Lace Top For Women, price:Rs. 1400, brand:Mast & Harbour, category:[usertype:[usertype:Women], category:Tops]]
2023-01-28 22:30:23,935 INFO t._07_AutoExerciseGetProducts [main] [id:43, name:GRAPHIC DESIGN MEN T SHIRT - BLUE, price:Rs. 1389, brand:Mast & Harbour, category:[usertype:[usertype:Men], category:Tshirts]]
